pl_name,pl_masse,pl_rade,pl_orbper,pl_eqt,sy_dist,discoverymethod,disc_year,hostname
Kepler-1881 b,,2.98104391,159.3939972,,1057.21,Transit,2021,Kepler-1881
Kepler-446 b,,2.61,1.565412847,727.0,96.339,Transit,2015,Kepler-446
Kepler-446 b,,,1.5654122164,,96.339,Transit,2015,Kepler-446
Kepler-526 b,,,5.45849914,,666.146,Transit,2016,Kepler-526
Kepler-526 b,,,5.4584822317,,666.146,Transit,2016,Kepler-526
Kepler-1364 b,,1.7,13.32191,1062.0,1056.9,Transit,2016,Kepler-1364
Kepler-1365 b,,,7.6997891042,,840.128,Transit,2016,Kepler-1365
Kepler-235 c,,1.22,7.82501206,478.0,428.018,Transit,2014,Kepler-235
Kepler-1883 b,,3.23,103.427188,414.0,1377.61,Transit,2021,Kepler-1883
Kepler-1372 b,,1.12,1.3115613,1609.0,1303.22,Transit,2016,Kepler-1372
Kepler-236 b,,2.127,,,288.763,Transit,2014,Kepler-236
Kepler-236 b,,1.53,8.29559431,462.0,288.763,Transit,2014,Kepler-236
Kepler-236 b,,1.53,8.29559431,462.0,288.763,Transit,2014,Kepler-236
Kepler-1375 b,,2.119,,,1430.84,Transit,2016,Kepler-1375
Kepler-1376 b,,1.06,5.308774,1032.0,868.056,Transit,2016,Kepler-1376
Kepler-1377 b,,,0.740926358,,1146.1,Transit,2016,Kepler-1377
Kepler-239 c,,2.51,56.228098,,648.109,Transit,2014,Kepler-239
Kepler-1379 b,,1.34,0.8818394,1482.0,971.325,Transit,2016,Kepler-1379
Kepler-1884 b,,1.39,8.9881,871.0,1443.09,Transit,2021,Kepler-1884
Kepler-1380 b,,1.34,10.3108245,786.0,2462.94,Transit,2016,Kepler-1380
Kepler-1381 b,,2.25,25.3842686,,1197.04,Transit,2016,Kepler-1381
Kepler-245 c,,2.36,17.46085263,,861.527,Transit,2014,Kepler-245
Kepler-414 c,,2.73,7.170710381,890.0,413.46,Transit Timing Variations,2014,Kepler-414
Kepler-142 c,,2.459,4.761705259,,548.686,Transit,2014,Kepler-142
Kepler-246 c,,1.453,11.18714042,,626.078,Transit,2014,Kepler-246
Kepler-530 b,,,39.30944096,,457.709,Transit,2016,Kepler-530
Kepler-54 c,,1.29,12.07134205,395.0,271.701,Transit,2012,Kepler-54
Kepler-26 e,,1.92,46.828,,335.307,Transit,2014,Kepler-26
Kepler-26 e,,2.572,,,335.307,Transit,2014,Kepler-26
Kepler-252 b,,1.386,,,379.424,Transit,2014,Kepler-252
Kepler-252 b,,1.37,6.66834872,,379.424,Transit,2014,Kepler-252
Kepler-258 c,,3.61,33.653079,,575.988,Transit,2014,Kepler-258
Kepler-258 c,,,33.65292978,,575.988,Transit,2014,Kepler-258
Kepler-532 b,,2.62,12.92489803,620.0,312.798,Transit,2016,Kepler-532
Kepler-261 c,,2.038,24.57081569,,317.499,Transit,2014,Kepler-261
Kepler-261 c,,2.17,24.57078,518.0,317.499,Transit,2014,Kepler-261
Kepler-125 c,,0.8,5.77440326,529.0,183.365,Transit,2014,Kepler-125
Kepler-755 c,,1.4,2.853135,1031.0,399.034,Transit,2016,Kepler-755
Kepler-265 b,,1.66,6.84619299,1030.0,1280.25,Transit,2014,Kepler-265
Kepler-266 c,,3.83,107.7215744,390.0,1370.79,Transit,2014,Kepler-266
Kepler-267 c,,2.392,,,264.993,Transit,2014,Kepler-267
Kepler-267 c,,2.02,6.877449897,487.0,264.993,Transit,2014,Kepler-267
Kepler-267 c,,,6.877446033,,264.993,Transit,2014,Kepler-267
Kepler-533 b,,,28.51117639,,302.955,Transit,2016,Kepler-533
Kepler-269 c,,2.864,8.12810877,,2257.32,Transit,2014,Kepler-269
Kepler-269 c,,2.588,,,2257.32,Transit,2014,Kepler-269
Kepler-269 c,,1.62,8.12810877,875.0,2257.32,Transit,2014,Kepler-269
Kepler-206 d,,0.95,23.4432353,655.0,594.447,Transit,2014,Kepler-206
Kepler-206 d,,1.29,23.4433748,681.0,594.447,Transit,2014,Kepler-206
Kepler-206 d,,1.236,,,594.447,Transit,2014,Kepler-206
Kepler-344 c,,2.657,,,1002.94,Transit,2014,Kepler-344
Kepler-345 b,,,7.41556471,,,Transit,2014,Kepler-345
Kepler-349 c,,,12.2476033,,940.724,Transit,2014,Kepler-349
Kepler-352 b,,0.89,10.05545337,685.0,252.733,Transit,2014,Kepler-352
Kepler-729 b,,3.97,3.166353714,1274.0,1921.15,Transit,2016,Kepler-729
Kepler-425 b,,8.3,3.79701711,914.0,646.647,Transit,2014,Kepler-425
Kepler-425 b,,10.255,,,646.647,Transit,2014,Kepler-425
Kepler-548 b,,11.99,4.454194338,,751.776,Transit,2016,Kepler-548
Kepler-730 b,,,6.4916899778,,1935.04,Transit,2016,Kepler-730
Kepler-49 b,,2.72,7.2037945,,311.222,Transit,2012,Kepler-49
Kepler-1726 b,,,18.39629744,,390.552,Transit,2021,Kepler-1726
Kepler-612 b,,2.84,3.722156413,,1445.53,Transit,2016,Kepler-612
Kepler-31 b,,5.28,20.86021267,781.0,1664.64,Transit,2011,Kepler-31
Kepler-732 b,,2.08,9.467814048,403.0,174.826,Transit,2016,Kepler-732
Kepler-39 b,,14.77,21.08719422,873.0,1057.41,Transit,2011,Kepler-39
Kepler-651 b,,2.37,21.38521506,,509.408,Transit,2016,Kepler-651
Kepler-217 b,,1.81,5.37493491,1377.0,1104.64,Transit,2014,Kepler-217
Kepler-217 b,,2.3,5.374851,1320.0,1104.64,Transit,2014,Kepler-217
Kepler-217 b,,2.12,5.37493289,1413.0,1104.64,Transit,2014,Kepler-217
Kepler-218 c,,2.97,44.699504,502.0,656.38,Transit,2014,Kepler-218
Kepler-1666 b,,2.4,25.8474958,672.0,1379.37,Transit,2020,Kepler-1666
Kepler-615 b,,,10.35586478,,,Transit,2016,Kepler-615
Kepler-1289 b,,1.15,7.99019627,875.0,1053.57,Transit,2016,Kepler-1289
Kepler-1570 b,,,26.54846521,,918.995,Transit,2016,Kepler-1570
Kepler-1263 b,,,4.5513988,,664.83,Transit,2016,Kepler-1263
Kepler-1700 b,,3.14,234.244257,335.0,717.597,Transit,2020,Kepler-1700
Kepler-474 b,,3.8,5.660672935,1190.0,841.496,Transit,2016,Kepler-474
Kepler-749 b,,,17.3171619956,,721.027,Transit,2016,Kepler-749
Kepler-564 b,,,3.7508334219,,863.037,Transit,2016,Kepler-564
Kepler-1854 b,,1.46,39.8312536,420.0,423.348,Transit,2021,Kepler-1854
Kepler-1996 b,,,32.376183,,440.561,Transit,2023,Kepler-1996
Kepler-741 b,,2.48,7.03902374,1041.0,1661.87,Transit,2016,Kepler-741
TOI-1470 b,,2.20071815,2.52728224244,661.9,51.9503,Transit,2023,TOI-1470
Kepler-1073 c,,1.38,4.02582254,1055.0,809.897,Transit,2016,Kepler-1073
Kepler-1557 b,,1.35,3.74032496,1265.0,1380.16,Transit,2016,Kepler-1557
Barnard c,,,4.1244,400.0,1.82655,Radial Velocity,2025,Barnard's star
EPIC 212587672 c,,,23.24110566,,320.07,Transit,2021,EPIC 212587672
KMT-2018-BLG-1990L b,180.0,,,,1229.0,Microlensing,2019,KMT-2018-BLG-1990L
OGLE-2018-BLG-1011L c,890.0,,,,7100.0,Microlensing,2019,OGLE-2018-BLG-1011L
HD 4308 b,,,15.56,,22.0158,Radial Velocity,2005,HD 4308
Kepler-1788 b,,,2.800111267,,560.445,Transit,2021,Kepler-1788
K2-165 b,,1.27443657,2.354992,,134.591,Transit,2018,K2-165
Kepler-192 c,,2.27,21.22347296,580.0,651.674,Transit,2014,Kepler-192
Kepler-52 b,,2.29,7.88,,321.542,Transit,2012,Kepler-52
Kepler-577 b,,,25.69587165,,524.247,Transit,2016,Kepler-577
WASP-78 b,273.3338,23.09054,2.175173,2469.7,754.258,Transit,2012,WASP-78
Kepler-581 b,,2.16,40.6069821,475.0,703.758,Transit,2016,Kepler-581
Kepler-651 b,,2.252,,,509.408,Transit,2016,Kepler-651
Kepler-1361 b,,0.86,3.57554956,,389.143,Transit,2016,Kepler-1361
Kepler-124 b,,0.8,3.41045424,931.0,420.046,Transit,2014,Kepler-124
Kepler-1187 b,,,18.87060702,,1020.53,Transit,2016,Kepler-1187
Kepler-449 c,,1.86,33.67280658,661.0,241.949,Transit,2015,Kepler-449
Kepler-512 b,,1.98,34.43587975,585.0,467.375,Transit,2016,Kepler-512
Kepler-594 b,,2.13,13.64618192,681.0,769.2,Transit,2016,Kepler-594
HD 25171 b,,,1845.0,,55.6146,Radial Velocity,2010,HD 25171
Kepler-1624 b,,7.52960695,3.29031359088,629.4,258.979,Transit,2016,Kepler-1624
TrES-3 b,607.03,14.975,1.30618581,,231.337,Transit,2007,TrES-3
Kepler-1588 b,,1.177,,,924.141,Transit,2016,Kepler-1588
KOI-351 e,,2.612,91.9404603,,848.254,Transit,2013,KOI-351
EPIC 220674823 b,7.8,1.676,0.5713127,2299.0,244.59,Transit,2016,EPIC 220674823
psi1 Dra B b,,,3117.0,,22.7188,Radial Velocity,2015,psi1 Dra B
KOI-13 b,,,1.763587535,,519.096,Transit,2011,KOI-13
Kepler-1554 b,,2.839,198.088774,,946.847,Transit,2016,Kepler-1554
Kepler-81 c,,2.219,,,348.291,Transit,2012,Kepler-81
Kepler-113 c,,,8.9250744,,262.351,Transit,2014,Kepler-113
Kepler-776 b,,1.48,4.89721006,904.0,727.904,Transit,2016,Kepler-776
Kepler-65 c,,2.56,5.859935955,1246.0,303.728,Transit,2012,Kepler-65
Kepler-1343 b,,2.11,3.35183158,1298.0,1756.71,Transit,2016,Kepler-1343
HATS-30 b,,,3.17435131,,342.14,Transit,2016,HATS-30
Kepler-443 b,,2.069,177.669112,,802.271,Transit,2015,Kepler-443
Kepler-574 b,,2.25,7.65880414,858.0,682.896,Transit,2016,Kepler-574
Kepler-934 b,,,55.6733922147,,608.738,Transit,2016,Kepler-934
Kepler-944 b,,3.352,,,1349.43,Transit,2016,Kepler-944
Kepler-167 b,,,4.393157678,,341.908,Transit,2014,Kepler-167
Kepler-419 b,,30.64,69.7266406,551.0,1011.36,Transit,2014,Kepler-419
Kepler-292 e,,,11.97884409,,1056.48,Transit,2014,Kepler-292
WASP-25 b,184.334,13.675,3.764825,,211.416,Transit,2010,WASP-25
K2-3 b,,2.18,10.05449,463.0,44.0727,Transit,2015,K2-3
Kepler-292 e,,2.86,11.978822,737.0,1056.48,Transit,2014,Kepler-292
Kepler-238 e,,,23.65367567,,1798.75,Transit,2013,Kepler-238
Kepler-1646 b,,,4.48559215,,127.591,Transit,2016,Kepler-1646
Kepler-236 c,,1.986,,,288.763,Transit,2014,Kepler-236
Kepler-57 c,,45.65,11.60907117,674.0,644.14,Transit,2012,Kepler-57
Kepler-1866 b,,,11.6601667,,976.737,Transit,2021,Kepler-1866
TOI-4994 b,,9.09747,21.4921464,608.0,329.304,Transit,2024,TOI-4994
Kepler-1374 b,,,10.6527928084,,1078.46,Transit,2016,Kepler-1374
Kepler-449 b,,1.64,12.5822799,,241.949,Transit,2015,Kepler-449
Kepler-1350 b,,2.13,4.4968604,535.0,340.691,Transit,2016,Kepler-1350
Kepler-416 b,,2.45,6.31942727,,690.819,Transit Timing Variations,2014,Kepler-416
Kepler-1713 b,,1.47,18.01134,826.0,295.293,Transit,2021,Kepler-1713
Kepler-1264 b,,1.113,0.968526023,,801.993,Transit,2016,Kepler-1264
Kepler-254 d,,2.65,18.74653971,,1389.48,Transit,2014,Kepler-254
Kepler-1547 b,,0.966,0.692979676,,674.695,Transit,2016,Kepler-1547
Kepler-377 c,,2.06,27.014976,,823.804,Transit,2014,Kepler-377
HIP 63242 b,,,124.6,,156.456,Radial Velocity,2013,HIP 63242
Kepler-331 d,,1.84,32.1340014,346.0,580.119,Transit,2014,Kepler-331
Kepler-1180 b,,1.99,16.8601286,,1596.8,Transit,2016,Kepler-1180
GJ 414 A c,,,744.7,,11.8893,Radial Velocity,2021,GJ 414 A
Kepler-698 b,,,16.3297527,,1995.57,Transit,2016,Kepler-698
Kepler-1621 b,,,92.2619524577,,1631.66,Transit,2016,Kepler-1621
KELT-2 A b,,,4.11377556,,134.058,Transit,2012,KELT-2 A
Kepler-1328 b,,0.94,4.52158888,1081.0,813.543,Transit,2016,Kepler-1328
Kepler-1802 c,,,33.1362861,,636.694,Transit,2021,Kepler-1802
Kepler-345 c,,1.24,9.387512,543.0,,Transit,2014,Kepler-345
Kepler-135 b,,2.33,6.002548291,1209.0,621.855,Transit,2014,Kepler-135
Kepler-102 b,,,5.2869652189,,107.796,Transit,2014,Kepler-102
Kepler-1446 b,,0.78,0.689967868,1539.0,152.075,Transit,2016,Kepler-1446
Kepler-37 b,,0.277,,,63.9207,Transit,2013,Kepler-37
HD 108874 b,,,395.8,,59.5175,Radial Velocity,2002,HD 108874
Kepler-1114 b,,1.35,14.97435694,,418.417,Transit,2016,Kepler-1114
Kepler-206 b,,1.11,7.78200916,946.0,594.447,Transit,2014,Kepler-206
Kepler-428 b,,,3.5256325791,,686.284,Transit,2014,Kepler-428
Kepler-316 c,,1.32,6.8277839,562.0,384.938,Transit,2014,Kepler-316
Kepler-1823 b,,1.72,21.10354,800.0,724.971,Transit,2021,Kepler-1823
Kepler-1862 b,,63.94,16.0573732,650.0,1232.19,Transit,2021,Kepler-1862
Kepler-951 b,,6.21,71.52530845,346.0,382.509,Transit,2016,Kepler-951
Kepler-1797 b,,3.05774442,23.3593998,,1338.49,Transit,2021,Kepler-1797
Kepler-1836 b,,2.15,5.25419736,1094.0,1472.62,Transit,2021,Kepler-1836
Kepler-1297 b,,0.98,1.68189002,1682.0,1439.47,Transit,2016,Kepler-1297
Kepler-1955 b,,0.99,14.2652558,833.0,449.351,Transit,2021,Kepler-1955
Kepler-32 c,7.7,2.02,8.752,,323.847,Transit,2011,Kepler-32
Kepler-208 b,,,4.22865217,,775.328,Transit,2014,Kepler-208
Kepler-910 b,,0.77,2.36432,1597.0,400.289,Transit,2016,Kepler-910
Kepler-50 b,,1.54,7.8128584,1198.0,250.11,Transit,2012,Kepler-50
Kepler-1582 b,,0.79,4.83809469,354.0,78.8906,Transit,2016,Kepler-1582
K2-282 b,,2.5,4.169783,,496.289,Transit,2018,K2-282
Kepler-1736 b,,2.14,37.81062,569.0,1430.0,Transit,2021,Kepler-1736
Kepler-324 e,,,13.97945055,,501.574,Transit,2021,Kepler-324
Kepler-1685 b,,2.2,20.49013,579.0,1141.89,Transit,2020,Kepler-1685
Kepler-255 d,,,1.04562195,,1052.53,Transit,2016,Kepler-255
Kepler-152 c,,2.52,88.2553544,,441.09,Transit,2014,Kepler-152
Kepler-1759 b,,0.99,3.72020708,954.0,385.348,Transit,2021,Kepler-1759
Kepler-367 b,,,37.81564361,,188.027,Transit,2014,Kepler-367
MOA-2009-BLG-266L b,10.4,,2800.0,,3040.0,Microlensing,2011,MOA-2009-BLG-266L
Kepler-1089 b,,1.83,5.132485618,,259.328,Transit,2016,Kepler-1089
Kepler-1068 b,,3.63,16.92344113,735.0,1473.61,Transit,2016,Kepler-1068
Kepler-155 c,,,52.661599,,293.499,Transit,2014,Kepler-155
Kepler-36 c,11.59,,16.231917,,527.956,Transit,2012,Kepler-36
Kepler-165 b,,2.46,8.18086953,746.0,560.885,Transit,2014,Kepler-165
Kepler-132 d,,1.68,18.01001,725.0,349.549,Transit,2014,Kepler-132
Kepler-969 c,,,1.6829377587,,390.354,Transit,2016,Kepler-969
Kepler-180 b,,1.5,13.817124,,695.65,Transit,2014,Kepler-180
Kepler-26 c,119.181,3.6,17.2513,,335.307,Transit,2011,Kepler-26
Kepler-334 b,,1.059,,,426.59,Transit,2014,Kepler-334
MOA-2012-BLG-505L b,6.7,,,,7210.0,Microlensing,2017,MOA-2012-BLG-505L
Kepler-1473 b,,,14.4272856,,652.253,Transit,2016,Kepler-1473
Kepler-520 c,,1.05,5.21104261,1104.0,623.901,Transit,2016,Kepler-520
Kepler-1299 b,,2.47,19.9400874,585.0,1404.94,Transit,2016,Kepler-1299
Kepler-885 b,,2.49,18.11473813,830.0,651.318,Transit,2016,Kepler-885
Kepler-555 b,,2.22,16.21775407,663.0,973.121,Transit,2016,Kepler-555
Kepler-1391 b,,1.68,54.4092333,,1038.35,Transit,2016,Kepler-1391
KMT-2019-BLG-0842L b,10.28,,,,3320.0,Microlensing,2020,KMT-2019-BLG-0842L
TOI-1173 b,28.3,9.01941098,7.06456,868.95,132.353,Transit,2024,TOI-1173
Kepler-79 c,,3.72,27.40232089,,1020.72,Transit,2012,Kepler-79
Kepler-298 b,,,10.475486436,,518.204,Transit,2014,Kepler-298
Kepler-355 b,,1.5,11.0317307,878.0,1432.17,Transit,2014,Kepler-355
HD 4732 b,,,360.2,,54.7841,Radial Velocity,2012,HD 4732
Kepler-736 b,,2.9,3.60147201,1003.0,1005.43,Transit,2016,Kepler-736
Kepler-1935 b,,64.89,3.9513822,1083.0,904.702,Transit,2021,Kepler-1935
Kepler-1382 b,,2.23,16.3583482,959.0,738.261,Transit,2016,Kepler-1382
Kepler-1030 b,,2.14,19.3296,497.0,758.702,Transit,2016,Kepler-1030
Kepler-1333 b,,,109.644657269,,932.446,Transit,2016,Kepler-1333
Kepler-1916 b,,2.43,31.2548347,646.0,2055.82,Transit,2021,Kepler-1916
Kepler-217 c,,1.48,8.58598202,1178.0,1104.64,Transit,2014,Kepler-217
Kepler-1426 b,,1.52,14.2563227,794.0,1697.81,Transit,2016,Kepler-1426
Kepler-1843 b,,2.70909809,25.54339981,,784.625,Transit,2021,Kepler-1843
Kepler-351 b,,,37.0551884812,,1083.91,Transit,2014,Kepler-351
HD 163607 b,,,75.2203,,67.7855,Radial Velocity,2010,HD 163607
Kepler-1036 b,,,122.879162945,,489.435,Transit,2016,Kepler-1036
KOI-217 b,,13.14,3.905081985,1046.0,914.699,Transit,2010,KOI-217
Kepler-1052 c,,2.455,180.92477,,943.444,Transit,2023,Kepler-1052
K2-343 c,,2.02,7.676972,465.0,166.169,Transit,2021,K2-343
Kepler-136 b,,1.97,11.5789114,912.0,420.818,Transit,2014,Kepler-136
Kepler-1351 b,,,0.916142298,,202.782,Transit,2016,Kepler-1351
Kepler-1176 b,,1.9,24.1738579,552.0,864.699,Transit,2016,Kepler-1176
Kepler-401 b,,1.75,14.38337,966.0,965.56,Transit,2014,Kepler-401
Kepler-747 b,,,35.6175885,,3347.16,Transit,2016,Kepler-747
Kepler-561 b,,7.02,58.36205791,446.0,621.378,Transit,2016,Kepler-561
Kepler-316 c,,,6.82778157,,384.938,Transit,2014,Kepler-316
Kepler-177 b,5.4,3.1,36.855,,1435.44,Transit,2013,Kepler-177
Kepler-1070 b,,1.79,6.2216147,1276.0,939.001,Transit,2016,Kepler-1070
Kepler-1362 b,,2.31,136.2053,255.0,731.298,Transit,2016,Kepler-1362
Kepler-1618 b,,,6.1082669229,,1229.25,Transit,2016,Kepler-1618
HD 128311 c,,,910.7,,16.3292,Radial Velocity,2005,HD 128311
Kepler-329 b,,1.24,7.41634701,547.0,439.719,Transit,2014,Kepler-329
Kepler-1533 b,,3.931,308.5471,,966.801,Transit,2016,Kepler-1533
OGLE-2014-BLG-0124L b,160.0,,,,4100.0,Microlensing,2015,OGLE-2014-BLG-0124L
KMT-2021-BLG-0240L b,127.1313628,,,,7000.0,Microlensing,2022,KMT-2021-BLG-0240L
Kepler-527 b,,2.401,13.28535633,,750.04,Transit,2016,Kepler-527
Kepler-1992 b,,1.02699995,15.61120033,,532.955,Transit,2023,Kepler-1992
Kepler-197 c,,1.308,10.34971385,,330.575,Transit,2014,Kepler-197
Kepler-245 e,,1.712,3.219821056,,861.527,Transit,2016,Kepler-245
Kepler-271 c,,1.02,7.41086267,872.0,404.542,Transit,2014,Kepler-271
Kepler-892 b,,,13.75215959,,570.727,Transit,2016,Kepler-892
Kepler-717 b,,2.3,4.408468,1145.0,2805.48,Transit,2016,Kepler-717
Kepler-1762 b,,,29.5390897,,1663.74,Transit,2021,Kepler-1762
Kepler-747 b,,4.8,35.61758,453.0,3347.16,Transit,2016,Kepler-747
Kepler-11 c,,3.051,13.02492819,,646.346,Transit,2010,Kepler-11
Kepler-186 b,,1.38,3.8867901,643.0,177.594,Transit,2014,Kepler-186
Kepler-836 b,,2.9,11.361168,871.0,980.035,Transit,2016,Kepler-836
Kepler-299 b,,1.288,,,1052.24,Transit,2014,Kepler-299
HD 5278 c,,,40.87,,57.5846,Radial Velocity,2021,HD 5278
Kepler-1931 b,,1.96,38.5752965,702.0,620.091,Transit,2021,Kepler-1931
Kepler-62 e,,,122.3858681,,300.874,Transit,2013,Kepler-62
Kepler-41 b,,10.24,1.85555754,1436.0,1093.08,Transit,2011,Kepler-41
Kepler-41 b,177.9848,11.65736,1.8555577,1770.0,1093.08,Transit,2011,Kepler-41
TOI-1448 b,19.5,2.749,8.112245,426.0,73.3345,Transit,2024,TOI-1448
TOI-1451 b,,2.51948,16.5379864,751.0,91.9362,Transit,2024,TOI-1451
Kepler-788 b,,2.55,8.39846269,,1775.8,Transit,2016,Kepler-788
TOI-1467 b,,1.92,5.97114713,,37.4418,Transit,2024,TOI-1467
TOI-1468 c,,2.01357599,15.5324384892,308.47,24.7399,Transit,2022,TOI-1468
Kepler-276 c,,2.9,31.88293,584.0,1144.86,Transit,2013,Kepler-276
HIP 9618 c,18.3,3.343,52.563491,486.9,67.5478,Transit,2023,HIP 9618
Kepler-787 b,,1.342,,,503.568,Transit,2016,Kepler-787
Kepler-795 b,,,29.6193891,,492.122,Transit,2016,Kepler-795
Kepler-504 b,,,9.54927403,,99.0688,Transit,2016,Kepler-504
Kepler-277 b,,2.96,17.32417247,923.0,976.643,Transit,2013,Kepler-277
Kepler-792 b,,1.75,11.30119217,831.0,1425.47,Transit,2016,Kepler-792
TOI-1408 b,593.0,25.0,4.42587,,139.484,Transit,2023,TOI-1408
Kepler-41 b,,,1.8555574403,,1093.08,Transit,2011,Kepler-41
Kepler-787 b,,1.36,0.93,,503.568,Transit,2016,Kepler-787
Kepler-1741 b,,1.273,2.757590055,,270.739,Transit,2021,Kepler-1741
Kepler-275 c,,,16.08815621,,2034.25,Transit,2014,Kepler-275
Kepler-465 b,,3.0,9.940678,1017.0,553.077,Transit,2016,Kepler-465
Kepler-465 b,,2.95,9.940672466,,553.077,Transit,2016,Kepler-465
Kepler-465 b,,,9.94067535,,553.077,Transit,2016,Kepler-465
Kepler-1740 b,,3.29,8.17242644,858.0,1061.77,Transit,2021,Kepler-1740
Kepler-484 b,,2.28,10.045569313,782.0,382.136,Transit,2016,Kepler-484
TOI-1691 b,14.6,3.56505068,16.7369,703.49,111.445,Transit,2024,TOI-1691
TOI-1694 b,,5.4585,3.770179,1136.57,124.68,Transit,2023,TOI-1694
TOI-1744.01,,2.68,22.341702927,,114.39,Transit,2024,TOI-1744
TOI-1753 b,,2.61706334,5.38462389661,1001.76,226.671,Transit,2024,TOI-1753
Kepler-785 b,,9.14,1.973760926,752.0,642.051,Transit,2016,Kepler-785
Kepler-785 b,,12.875,,,642.051,Transit,2016,Kepler-785
TOI-1799 b,,1.62771471,7.09385304708,911.96,62.1274,Transit,2024,TOI-1799
TOI-1937 A b,638.83509807,13.97759893,0.94667944,2097.0,415.135,Transit,2023,TOI-1937 A
KOI-217 b,,11.7,3.905081,1028.0,914.699,Transit,2010,KOI-217
TOI-2084 b,,2.07448,6.0784031,554.0,114.549,Transit,2023,TOI-2084
TOI-2095 b,,1.3,17.664872,,41.9176,Transit,2023,TOI-2095
Kepler-1745 b,,,3.016182013,,996.105,Transit,2021,Kepler-1745
Kepler-292 f,,2.611,20.8342947,,1056.48,Transit,2014,Kepler-292
Kepler-291 b,,2.07,3.546534,1164.0,1786.48,Transit,2014,Kepler-291
TOI-2211.01,,1.66670301,3.09117213016,1057.09,70.2932,Transit,2024,TOI-2211
Kepler-61 b,,,59.8780538111,,335.079,Transit,2013,Kepler-61
Kepler-1744 b,,3.19,37.1011418,532.0,1091.63,Transit,2021,Kepler-1744
TOI-2295 b,,7.64759,60.06632,709.0,126.279,Transit,2024,TOI-2295
Kepler-1802 c,,2.322,33.13610077,,636.694,Transit,2021,Kepler-1802
Kepler-415 b,,1.383,,,530.487,Transit Timing Variations,2014,Kepler-415
Kepler-369 b,,1.15,2.732766619,,,Transit,2014,Kepler-369
Kepler-374 b,,1.03,1.897806,,1265.61,Transit,2014,Kepler-374
Kepler-375 b,,1.624,12.12582991,,1238.81,Transit,2014,Kepler-375
Kepler-375 b,,,12.12580644,,1238.81,Transit,2014,Kepler-375
Kepler-352 b,,0.859,10.05545337,,252.733,Transit,2014,Kepler-352
Kepler-352 b,,0.86,10.05537,,252.733,Transit,2014,Kepler-352
Kepler-267 d,,2.23,28.46,,264.993,Transit,2014,Kepler-267
Kepler-267 d,,2.18,,,264.993,Transit,2014,Kepler-267
Kepler-85 e,,1.21,25.2152875,574.0,765.025,Transit,2014,Kepler-85
Kepler-357 c,,2.5,16.85827722,584.0,688.573,Transit,2014,Kepler-357
Kepler-60 c,,,8.91897605,,1025.1,Transit,2012,Kepler-60
Kepler-360 c,,2.11,7.1864526,998.0,876.044,Transit,2014,Kepler-360
Kepler-364 b,,1.3,25.7461,726.0,891.462,Transit,2014,Kepler-364
KOI-351 h,,11.44,331.6011081,,848.254,Transit,2013,KOI-351
Kepler-1130 c,,0.68,3.26662733,1072.0,249.343,Transit,2021,Kepler-1130
Kepler-1130 c,,0.66,3.266612036,1086.0,249.343,Transit,2021,Kepler-1130
Kepler-534 b,,2.27,15.95995611,721.0,570.659,Transit,2016,Kepler-534
Kepler-376 b,,1.11,4.92044,1237.0,923.067,Transit,2014,Kepler-376
Kepler-385 b,,3.21,10.04377084,,1432.61,Transit,2014,Kepler-385
Kepler-387 c,,1.138,,,801.052,Transit,2014,Kepler-387
Kepler-388 c,,0.96,13.29706969,515.0,,Transit,2014,Kepler-388
Kepler-1266 c,,1.94,4.86634094,881.0,849.312,Transit,2021,Kepler-1266
Kepler-292 c,,1.79,3.71545391,1088.0,1056.48,Transit,2014,Kepler-292
Kepler-292 b,,1.31,2.58083264,1130.0,1056.48,Transit,2014,Kepler-292
Kepler-299 b,,1.19,2.927162,1229.0,1052.24,Transit,2014,Kepler-299
Kepler-59 b,,1.14,11.8691507,,1163.22,Transit,2012,Kepler-59
Kepler-59 b,,1.23,11.86817,880.0,1163.22,Transit,2012,Kepler-59
Kepler-304 d,,,9.65347619,,434.684,Transit,2014,Kepler-304
Kepler-304 c,,2.222,,,434.684,Transit,2014,Kepler-304
Kepler-304 e,,1.09,1.499144441,1137.0,434.684,Transit,2016,Kepler-304
Kepler-305 c,,2.495,8.29,,868.477,Transit,2013,Kepler-305
Kepler-54 d,,1.842,,,271.701,Transit,2014,Kepler-54
Kepler-305 e,,1.83,3.20539833,1023.0,868.477,Transit,2020,Kepler-305
Kepler-305 d,,3.6,16.73866,575.0,868.477,Transit,2014,Kepler-305
Kepler-84 d,,1.3,4.22451369,1188.0,1023.9,Transit,2014,Kepler-84
Kepler-84 f,,2.08,44.5518416,541.0,1023.9,Transit,2014,Kepler-84
Kepler-84 f,,2.3,44.5518416,,1023.9,Transit,2014,Kepler-84
Kepler-310 d,,2.678,,,602.268,Transit,2014,Kepler-310
Kepler-903 c,,2.53,62.9228557,,1369.24,Transit,2016,Kepler-903
Kepler-913 c,,1.72,5.93918879,849.0,991.618,Transit,2021,Kepler-913
Kepler-913 c,,1.43,5.93916,829.0,991.618,Transit,2021,Kepler-913
Kepler-142 b,,,2.0241392796,,548.686,Transit,2014,Kepler-142
Kepler-314 b,,0.78,2.46106655,,268.881,Transit,2014,Kepler-314
Kepler-317 c,,1.85,8.77508519,816.0,940.584,Transit,2014,Kepler-317
Kepler-319 b,,3.24,4.362744362,1447.0,503.436,Transit,2014,Kepler-319
