pl_name,pl_masse,pl_rade,pl_orbper,pl_eqt,sy_dist,discoverymethod,disc_year,hostname
Kepler-324 e,,1.52,13.97946561,639.0,501.574,Transit,2021,Kepler-324
Kepler-324 e,,1.577,13.97946561,,501.574,Transit,2021,Kepler-324
Kepler-325 c,,3.18,12.76220558,721.0,823.242,Transit,2014,Kepler-325
Kepler-325 d,,,38.71497679,,823.242,Transit,2014,Kepler-325
Kepler-326 d,,2.43,6.76689811,1104.0,487.675,Transit,2014,Kepler-326
Kepler-416 c,,2.54,12.20945351,848.0,690.819,Transit Timing Variations,2014,Kepler-416
Kepler-416 c,,2.61,12.20951755,791.0,690.819,Transit Timing Variations,2014,Kepler-416
Kepler-327 d,,1.7,13.96948245,392.0,241.987,Transit,2014,Kepler-327
Kepler-327 c,,1.25,5.21,,241.987,Transit,2014,Kepler-327
Kepler-1996 b,,,32.37642916,,440.561,Transit,2023,Kepler-1996
Kepler-1996 b,,1.69,32.3763405,380.0,440.561,Transit,2023,Kepler-1996
Kepler-1996 b,,1.69,32.3763405,380.0,440.561,Transit,2023,Kepler-1996
Kepler-1001 c,,,9.18189122,,928.978,Transit,2020,Kepler-1001
Kepler-331 c,,2.721,,,580.119,Transit,2014,Kepler-331
Kepler-331 d,,,32.1337291552,,580.119,Transit,2014,Kepler-331
Kepler-333 c,,,24.0884178,,324.413,Transit,2014,Kepler-333
Kepler-334 d,,1.6,25.09858,651.0,426.59,Transit,2014,Kepler-334
Kepler-334 d,,1.39,25.09852783,631.0,426.59,Transit,2014,Kepler-334
Kepler-336 c,,1.89,9.599922,873.0,768.86,Transit,2014,Kepler-336
Kepler-138 d,,1.24,23.08902241,338.0,66.8624,Transit,2014,Kepler-138
Kepler-138 d,2.1,1.51,23.0923,345.0,66.8624,Transit,2014,Kepler-138
Kepler-336 b,,0.92,2.024848,1464.0,768.86,Transit,2014,Kepler-336
HAT-P-7 b,,16.1,2.204735417,2048.0,341.079,Transit,2008,HAT-P-7
HAT-P-7 b,,,2.20473657,,341.079,Transit,2008,HAT-P-7
Kepler-652 b,,2.58,4.1820097,1019.0,394.55,Transit,2016,Kepler-652
Kepler-737 b,,1.96,28.59915399,,205.118,Transit,2016,Kepler-737
Kepler-193 b,,,11.38841954,,1009.1,Transit,2014,Kepler-193
Kepler-32 b,,2.15,5.901,,323.847,Transit,2011,Kepler-32
Kepler-32 b,,2.09,5.901282819,513.0,323.847,Transit,2011,Kepler-32
Kepler-740 b,,4.57,3.584101216,,1442.02,Transit,2016,Kepler-740
Kepler-259 b,,,8.11528727,,1002.14,Transit,2014,Kepler-259
Kepler-741 b,,,7.0390031955,,1661.87,Transit,2016,Kepler-741
Kepler-220 c,,1.63,9.034195469,622.0,171.109,Transit,2014,Kepler-220
Kepler-452 b,,1.511,,,551.727,Transit,2015,Kepler-452
Kepler-433 b,893.1023,16.25305,5.3340838,,1878.31,Transit,2015,Kepler-433
Kepler-616 b,,2.48,9.99761851,860.0,945.775,Transit,2016,Kepler-616
Kepler-221 c,15.1,2.68,5.691,,385.231,Transit,2014,Kepler-221
Kepler-549 d,,4.2,24.61480613,586.0,635.145,Transit,2023,Kepler-549
Kepler-1458 b,,,47.98754125,,544.45,Transit,2016,Kepler-1458
Kepler-37 c,,,21.3018481992,,63.9207,Transit,2013,Kepler-37
Kepler-132 d,,1.41,18.01017554,738.0,349.549,Transit,2014,Kepler-132
HAT-P-21 b,,,4.12448852,,277.278,Transit,2010,HAT-P-21
WASP-20 b,,,4.89964477,,211.877,Transit,2015,WASP-20
Kepler-1610 c,,,44.98529372,,864.331,Transit,2023,Kepler-1610
Kepler-1515 b,,,214.31177189,,539.321,Transit,2016,Kepler-1515
Kepler-228 c,,,4.13442899,,1644.61,Transit,2014,Kepler-228
Kepler-1247 b,,2.47,13.71218522,676.0,1045.92,Transit,2016,Kepler-1247
Kepler-1277 b,,,40.83571117,,557.193,Transit,2016,Kepler-1277
Kepler-833 b,,1.75,18.7546998,382.0,467.37,Transit,2016,Kepler-833
Kepler-77 b,,10.93,3.57878272,1189.0,639.411,Transit,2013,Kepler-77
Kepler-1493 b,,,15.0219784,,555.051,Transit,2016,Kepler-1493
Kepler-122 c,,5.62,12.465995556,,1027.45,Transit,2014,Kepler-122
Kepler-61 b,,2.477,,,335.079,Transit,2013,Kepler-61
WASP-3 b,645.1949,15.871944,1.8468373,2020.0,231.161,Transit,2007,WASP-3
Kepler-1848 b,,2.43,5.60401852,1142.0,309.696,Transit,2021,Kepler-1848
Kepler-1437 b,,2.316,,,2101.69,Transit,2016,Kepler-1437
Kepler-653 c,,0.95,3.601506,1201.0,595.634,Transit,2016,Kepler-653
Kepler-653 c,,0.7,0.900376476,1912.0,595.634,Transit,2016,Kepler-653
Kepler-218 b,,1.48,3.619337,,656.38,Transit,2014,Kepler-218
K2-114 b,,11.19847412,11.39096852897,667.45,475.758,Transit,2017,K2-114
Kepler-1040 b,,3.05,201.1232,337.0,482.119,Transit,2016,Kepler-1040
Kepler-222 c,,4.81,10.088796973,734.0,758.854,Transit,2014,Kepler-222
Kepler-1215 b,,1.121,,,661.022,Transit,2016,Kepler-1215
Kepler-814 b,,,6.1470311505,,2055.77,Transit,2016,Kepler-814
TOI-771 c,,,7.61,365.0,25.2788,Radial Velocity,2025,TOI-771
HAT-P-55 b,,,3.58523207,,511.388,Transit,2015,HAT-P-55
Kepler-1809 b,,1.513,3.7572999,,409.602,Transit,2021,Kepler-1809
Kepler-482 b,,2.944,,,313.068,Transit,2016,Kepler-482
Kepler-169 c,,,6.1955823153,,406.529,Transit,2014,Kepler-169
HD 34445 d,,,117.87,,46.0907,Radial Velocity,2017,HD 34445
Kepler-633 b,,1.95,8.50339249,1021.0,680.54,Transit,2016,Kepler-633
Kepler-1628 b,,7.24,76.378033,241.0,,Transit,2016,Kepler-1628
Kepler-215 b,,,9.36064358,,485.997,Transit,2014,Kepler-215
Kepler-1556 b,,1.96,8.82713457,,944.54,Transit,2016,Kepler-1556
Kepler-68 b,5.97,2.33,5.39875,,144.166,Transit,2013,Kepler-68
HATS-53 b,,,3.85377818,,585.77,Transit,2017,HATS-53
Kepler-730 c,,1.56926,2.85188338,1607.0,1935.04,Transit,2018,Kepler-730
OGLE-2017-BLG-0448L b,504.0,,,,6910.0,Microlensing,2024,OGLE-2017-BLG-0448L
Kepler-50 b,,1.54,7.8128584,1198.0,250.11,Transit,2012,Kepler-50
Kepler-772 b,,2.03,12.99204853,866.0,1130.21,Transit,2016,Kepler-772
Kepler-1206 b,,1.58,1.217000383,1314.0,762.019,Transit,2016,Kepler-1206
Qatar-9 b,378.2177,11.309881,1.540731,1134.0,213.771,Transit,2019,Qatar-9
WASP-14 b,2294.7326,14.358729,2.2437661,,161.997,Transit,2008,WASP-14
KMT-2017-BLG-0165L b,,,,,,Microlensing,2018,KMT-2017-BLG-0165L
rho CrB b,,,39.8438,,17.4671,Radial Velocity,1997,rho CrB
Kepler-1842 b,,2.66,14.02634692,822.0,923.551,Transit,2021,Kepler-1842
Kepler-359 b,,3.084,25.5638576,,1443.21,Transit,2014,Kepler-359
Kepler-299 c,,2.68,6.88595222,946.0,1052.24,Transit,2014,Kepler-299
Kepler-221 b,,1.71,2.795906,,385.231,Transit,2014,Kepler-221
Kepler-502 b,,4.07,4.28686431,1209.0,1591.04,Transit,2016,Kepler-502
Kepler-442 b,,1.3,112.303136,241.0,365.965,Transit,2015,Kepler-442
Kepler-273 c,,1.65,8.01494715,835.0,713.964,Transit,2014,Kepler-273
Kepler-811 b,,,23.5844275044,,985.041,Transit,2016,Kepler-811
Kepler-1296 b,,1.04,8.3839865,871.0,1551.54,Transit,2016,Kepler-1296
Kepler-1587 b,,1.33,9.4060467,,1026.48,Transit,2016,Kepler-1587
Kepler-716 b,,2.9,10.37168453,,635.009,Transit,2016,Kepler-716
Kepler-1854 b,,,39.8312536,,423.348,Transit,2021,Kepler-1854
Kepler-1195 b,,2.11,8.49642241,702.0,918.566,Transit,2016,Kepler-1195
K2-28 b,,2.56,2.2604455,420.0,62.9969,Transit,2016,K2-28
Kepler-356 c,,1.64,13.12163551,852.0,707.559,Transit,2014,Kepler-356
Kepler-133 b,,2.04,8.12999858,1041.0,653.6,Transit,2014,Kepler-133
Kepler-384 c,,1.2,45.3485277,491.0,895.678,Transit,2014,Kepler-384
Kepler-1869 c,,0.74,1.716828304,1455.0,113.025,Transit,2023,Kepler-1869
Kepler-723 b,,12.19,4.082275068,,1071.8,Transit,2016,Kepler-723
TOI-1231 b,15.4,3.65,24.245586,329.6,27.6227,Transit,2021,TOI-1231
Kepler-278 b,,4.23,30.159863,829.0,443.03,Transit,2014,Kepler-278
Kepler-228 b,,,2.5665841134,,1644.61,Transit,2014,Kepler-228
Kepler-203 b,,2.61,3.162692075,1308.0,703.302,Transit,2014,Kepler-203
WASP-132 c,37.35,1.85,1.011534,,122.91,Transit,2022,WASP-132
KMT-2023-BLG-1454L b,95.3485221,,,,,Microlensing,2024,KMT-2023-BLG-1454L
Kepler-68 d,,,632.261207,,144.166,Radial Velocity,2013,Kepler-68
KOI-351 e,,2.32,91.9404603,450.0,848.254,Transit,2013,KOI-351
Kepler-1725 b,,,16.71986014,,558.652,Transit,2021,Kepler-1725
Kepler-230 c,,,91.7872112694,,740.754,Transit,2014,Kepler-230
Kepler-254 c,,,12.41199824,,1389.48,Transit,2014,Kepler-254
TOI-1758 b,6.9,3.5573684,20.705127,551.44,96.6215,Transit,2024,TOI-1758
Kepler-114 b,,,5.1884887396,,259.533,Transit,2014,Kepler-114
Kepler-302 b,,2.88,30.1836854,568.0,1402.58,Transit,2014,Kepler-302
Kepler-562 b,,5.21,18.009314436,,992.769,Transit,2016,Kepler-562
Kepler-219 b,,2.58,4.585504,1225.0,787.07,Transit,2014,Kepler-219
Kepler-733 b,,2.42,20.83495,559.0,916.706,Transit,2016,Kepler-733
HD 14067 b,4862.7746271,,2744.0,,142.024,Radial Velocity,2014,HD 14067
Kepler-45 b,,,2.4552405851,,381.949,Transit,2011,Kepler-45
Kepler-1357 b,,1.28,3.0091324,,1015.69,Transit,2016,Kepler-1357
MOA-2010-BLG-353L b,73.0,,,,7170.0,Microlensing,2015,MOA-2010-BLG-353L
HD 114082 b,2542.627256,11.2089807,109.75,,95.3906,Radial Velocity,2022,HD 114082
TOI-6008 b,4.0,1.03,0.8574347,707.0,23.1008,Transit,2024,TOI-6008
Kepler-1688 b,,1.26174569,5.62012,,,Transit,2020,Kepler-1688
WASP-169 b,178.30263,14.616536,5.6114118,1604.0,627.066,Transit,2019,WASP-169
Kepler-240 b,,,4.144492189,,746.927,Transit,2014,Kepler-240
Kepler-1390 b,,,6.4802623622,,723.431,Transit,2016,Kepler-1390
MOA-2019-BLG-008L b,6674.396547,,,,2600.0,Microlensing,2022,MOA-2019-BLG-008L
Kepler-1088 b,,1.42,23.12748644,,280.629,Transit,2016,Kepler-1088
Kepler-336 d,,,20.6787042437,,768.86,Transit,2014,Kepler-336
Kepler-81 d,,1.42,20.83762895,418.0,348.291,Transit,2014,Kepler-81
Kepler-1375 b,,1.43,3.30040818,1543.0,1430.84,Transit,2016,Kepler-1375
Kepler-1047 b,,2.2,56.18944,463.0,817.647,Transit,2016,Kepler-1047
Kepler-1560 b,,0.9,3.03196812,1269.0,502.497,Transit,2016,Kepler-1560
Kepler-111 c,,,224.7789355,,657.223,Transit,2014,Kepler-111
Kepler-330 c,,2.308,15.95545002,,717.527,Transit,2014,Kepler-330
TOI-1259 A b,140.16232749,11.45557828,3.477978,963.0,118.106,Transit,2021,TOI-1259 A
WASP-162 b,,,9.6246647,,310.841,Transit,2018,WASP-162
Kepler-1622 b,,1.381,,,796.477,Transit,2016,Kepler-1622
Kepler-1124 b,,1.971,,,289.899,Transit,2016,Kepler-1124
Kepler-132 d,,,18.0101800462,,349.549,Transit,2014,Kepler-132
Kepler-83 b,,2.49,9.77,,400.409,Transit,2012,Kepler-83
Oph 11 b,4449.62,,7300000.0,2175.0,,Imaging,2006,Oph 11
Kepler-430 c,,1.48,110.97378,423.0,917.477,Transit,2015,Kepler-430
Kepler-116 c,,2.3,13.07163,,955.168,Transit,2014,Kepler-116
Kepler-890 b,,,52.75878505,,1712.12,Transit,2016,Kepler-890
Kepler-465 b,,2.87,9.940666412,996.0,553.077,Transit,2016,Kepler-465
HD 11964 b,,,1945.0,,33.5369,Radial Velocity,2005,HD 11964
Kepler-126 b,,1.54,10.49567752,1017.0,237.401,Transit,2014,Kepler-126
Kepler-644 b,,2.8,3.173905,1625.0,1318.05,Transit,2016,Kepler-644
HATS-43 b,,,4.3888479,,362.273,Transit,2018,HATS-43
Kepler-526 b,,2.18,5.458498316,1125.0,666.146,Transit,2016,Kepler-526
Kepler-1873 b,,1.62573811,0.558842003,,820.957,Transit,2021,Kepler-1873
Kepler-202 c,,1.934,16.28248353,,285.111,Transit,2014,Kepler-202
KMT-2016-BLG-2397L b,836.0,,,,4880.0,Microlensing,2020,KMT-2016-BLG-2397L
HATS-32 b,,,2.8126535,,745.116,Transit,2016,HATS-32
K2-183 d,,2.54112738,22.629496,,329.041,Transit,2018,K2-183
HD 82943 b,,,435.1,,27.5902,Radial Velocity,2003,HD 82943
Kepler-273 c,,1.65,8.01494715,835.0,713.964,Transit,2014,Kepler-273
Kepler-1717 b,,,30.65299127,,1008.79,Transit,2021,Kepler-1717
Kepler-823 b,,1.57,4.16809082,,1389.27,Transit,2016,Kepler-823
Kepler-768 b,,0.93,2.84796,933.0,784.56,Transit,2016,Kepler-768
Kepler-1966 b,,0.8,8.61735417,668.0,484.601,Transit,2021,Kepler-1966
Kepler-167 c,,1.76,7.40610775,755.0,341.908,Transit,2014,Kepler-167
Kepler-405 c,,2.691,,,1065.08,Transit,2014,Kepler-405
WASP-133 b,,,2.1764238,,559.084,Transit,2016,WASP-133
K2-366 b,,1.84,15.937378,,185.947,Transit,2022,K2-366
Kepler-315 b,,,96.109323,,1160.63,Transit,2014,Kepler-315
Kepler-1231 b,,1.29,10.41725184,808.0,987.237,Transit,2016,Kepler-1231
Kepler-1051 b,,,25.96180896,,829.343,Transit,2016,Kepler-1051
Kepler-1933 b,,,4.94330596,,328.007,Transit,2021,Kepler-1933
Kepler-1186 b,,2.36,16.07677615,723.0,1337.25,Transit,2016,Kepler-1186
TOI-139 b,,2.3337648,11.07085752966,554.99,42.4061,Transit,2023,TOI-139
HATS-11 b,,10.2,3.619192,,944.603,Transit,2016,HATS-11
WASP-75 b,340.06,14.235,2.484193,1710.0,294.001,Transit,2013,WASP-75
Kepler-337 b,,1.16,3.29276965,,677.975,Transit,2014,Kepler-337
MOA-2011-BLG-293L b,760.0,,550.0,,7150.0,Microlensing,2012,MOA-2011-BLG-293L
Kepler-1171 b,,2.73,1.44259224,2700.0,573.0,Transit,2016,Kepler-1171
Kepler-1882 b,,1.74,13.7872576,1032.0,443.371,Transit,2021,Kepler-1882
TOI-1723 b,,3.435,13.727012643,,100.727,Transit,2024,TOI-1723
Kepler-1271 b,,1.2,3.0255955,1351.0,831.991,Transit,2016,Kepler-1271
TOI-2969 b,,12.3326,1.8237148,944.0,163.996,Transit,2025,TOI-2969
HD 177830 c,,,111.163,,62.7674,Radial Velocity,2010,HD 177830
Kepler-278 c,,,51.0771048,,443.03,Transit,2014,Kepler-278
K2-153 b,,2.0,7.51574,497.0,143.125,Transit,2018,K2-153
Kepler-964 b,,2.092,,,454.626,Transit,2016,Kepler-964
TOI-3540 A b,375.03752026,23.53885947,3.119999,1498.0,,Transit,2022,TOI-3540 A
HIP 67851 b,,,88.9,,64.1181,Radial Velocity,2015,HIP 67851
Kepler-1767 b,,,59.6585348,,820.506,Transit,2021,Kepler-1767
Kepler-1776 b,,,35.01190283,,690.336,Transit,2021,Kepler-1776
K2-119 b,,,7.728,,365.581,Transit,2017,K2-119
47 UMa c,,,2391.0,,13.7967,Radial Velocity,2001,47 UMa
Kepler-1515 b,,9.33,214.3114164,390.0,539.321,Transit,2016,Kepler-1515
WASP-168 b,133.4886,16.8135,4.153658,1340.0,303.941,Transit,2018,WASP-168
Kepler-1797 b,,2.95,23.3594822,684.0,1338.49,Transit,2021,Kepler-1797
Kepler-214 c,,1.95,28.7796446,619.0,1208.44,Transit,2014,Kepler-214
Kepler-643 b,,10.99,16.33889626,972.0,1063.58,Transit,2016,Kepler-643
Kepler-171 d,,2.045,39.6027551,,863.855,Transit,2014,Kepler-171
Kepler-758 e,,1.655,8.1934719,,1502.32,Transit,2016,Kepler-758
WASP-56 b,190.38017,12.240228,4.617101,,321.084,Transit,2012,WASP-56
Kepler-1056 b,,2.979,,,982.51,Transit,2016,Kepler-1056
Kepler-1619 b,,,23.6223571,,734.85,Transit,2016,Kepler-1619
Kepler-1215 b,,1.19,4.76702759,1046.0,661.022,Transit,2016,Kepler-1215
Kepler-347 c,,,27.3214242,,1298.88,Transit,2014,Kepler-347
Kepler-169 f,,2.411,87.0905994,,406.529,Transit,2014,Kepler-169
Kepler-1410 b,,1.56,60.866168,251.0,,Transit,2016,Kepler-1410
Kepler-7 b,,,4.8854886166,,922.562,Transit,2009,Kepler-7
CI Tau c,,,25.2,,157.998,Radial Velocity,2024,CI Tau
Kepler-1757 b,,3.01,19.65667,546.0,807.308,Transit,2021,Kepler-1757
Kepler-1264 b,,0.99,0.968526023,1823.0,801.993,Transit,2016,Kepler-1264
Kepler-888 b,,1.76,70.6979061,,420.817,Transit,2016,Kepler-888
Kepler-888 b,,2.26,70.6979061,505.0,420.817,Transit,2016,Kepler-888
TOI-2384 b,,11.62641524,2.13570257297,799.55,191.51,Transit,2024,TOI-2384
Kepler-887 b,,,20.4222447,,886.588,Transit,2016,Kepler-887
Kepler-886 b,,1.36,6.24146367,1098.0,711.297,Transit,2016,Kepler-886
Kepler-885 b,,2.41,18.11472949,864.0,651.318,Transit,2016,Kepler-885
TOI-2447 b,,10.2185,,719.0,148.987,Transit,2024,TOI-2447
Kepler-289 c,132.0,11.59,125.8518,,704.438,Transit,2014,Kepler-289
TOI-2328 b,50.85254512,9.97599282,17.10197,842.0,231.782,Transit,2025,TOI-2328
Kepler-889 b,,1.244,3.744439,,598.313,Transit,2016,Kepler-889
TOI-2368 b,206.58846455,10.83908434,5.1750073,1000.0,210.915,Transit,2024,TOI-2368
Kepler-888 b,,2.22,70.6985,505.0,420.817,Transit,2016,Kepler-888
Kepler-26 b,,3.191,,,335.307,Transit,2011,Kepler-26
Kepler-59 c,,2.144,17.9776157,,1163.22,Transit,2012,Kepler-59
Kepler-59 c,,2.155,,,1163.22,Transit,2012,Kepler-59
Kepler-881 b,,1.65,4.44448017,1191.0,1375.18,Transit,2016,Kepler-881
Kepler-879 b,,2.48,33.3856176,580.0,802.672,Transit,2016,Kepler-879
Kepler-878 b,,,25.94218308,,791.625,Transit,2016,Kepler-878
TOI-2587 A b,69.28659273,12.07207221,5.45664,1445.0,373.675,Transit,2023,TOI-2587 A
Kepler-877 b,,2.3,18.45847097,615.0,602.176,Transit,2016,Kepler-877
Kepler-876 b,,1.45,5.14438011,864.0,820.913,Transit,2016,Kepler-876
Kepler-875 b,,2.28,27.5073799,569.0,1242.62,Transit,2016,Kepler-875
Kepler-872 b,,1.648,,,879.683,Transit,2016,Kepler-872
Kepler-870 b,,2.67,21.3587621,691.0,1259.46,Transit,2016,Kepler-870
TOI-2719 b,,6.03548,3.3759446,1514.0,588.368,Transit,2025,TOI-2719
Kepler-869 b,,2.92,40.4286676,494.0,939.455,Transit,2016,Kepler-869
Kepler-867 b,,3.79,150.242127,291.0,1195.54,Transit,2016,Kepler-867
Kepler-865 b,,2.42,14.16399294,694.0,586.137,Transit,2016,Kepler-865
Kepler-865 b,,2.166,,,586.137,Transit,2016,Kepler-865
TOI-2796 b,139.84449908,17.26183028,4.8084983,1205.0,350.343,Transit,2023,TOI-2796
Kepler-864 b,,2.81,5.83376092,1139.0,2022.9,Transit,2016,Kepler-864
Kepler-302 c,,9.7,127.28144,357.0,1402.58,Transit,2014,Kepler-302
Kepler-102 e,,2.43,,,107.796,Transit,2013,Kepler-102
Kepler-860 b,,3.24,5.101379454,,1056.36,Transit,2016,Kepler-860
Kepler-858 b,,5.41,76.13602028,425.0,298.532,Transit,2016,Kepler-858
Kepler-858 b,,,76.1365582568,,298.532,Transit,2016,Kepler-858
Kepler-1669 c,,1.81,1.60932168,897.0,543.444,Transit,2021,Kepler-1669
Kepler-857 b,,5.56,85.35129427,370.0,983.502,Transit,2016,Kepler-857
Kepler-857 b,,6.8,85.35129427,,983.502,Transit,2016,Kepler-857
Kepler-14 b,,12.21,6.790121599,1445.0,,Transit,2011,Kepler-14
Kepler-265 e,,2.35,67.8318309,479.0,1280.25,Transit,2014,Kepler-265
Kepler-265 e,,,67.8318396275,,1280.25,Transit,2014,Kepler-265
Kepler-265 d,,,43.12984363,,1280.25,Transit,2014,Kepler-265
Kepler-763 b,,,1.196548464,,962.459,Transit,2016,Kepler-763
Kepler-24 e,,2.36,18.99850923,748.0,1156.81,Transit,2014,Kepler-24
Kepler-24 d,,1.7,4.244363,1237.0,1156.81,Transit,2014,Kepler-24
Kepler-24 d,,1.85,,,1156.81,Transit,2014,Kepler-24
Kepler-270 c,,,25.26274411,,948.781,Transit,2014,Kepler-270
Kepler-338 e,,1.75,9.34144548,,552.798,Transit Timing Variations,2014,Kepler-338
Kepler-339 c,,1.18,6.98803345,852.0,616.637,Transit,2014,Kepler-339
Kepler-341 e,,2.217,,,1047.03,Transit,2014,Kepler-341
Kepler-341 e,,2.43,42.4730575,544.0,1047.03,Transit,2014,Kepler-341
Kepler-233 c,,,60.4189896369,,856.417,Transit,2014,Kepler-233
Kepler-106 d,,0.99,23.9802348,658.0,444.322,Transit,2014,Kepler-106
Kepler-81 d,,,20.83762895,,348.291,Transit,2014,Kepler-81
Kepler-722 c,,,105.14564674,,1239.5,Transit,2016,Kepler-722
Kepler-32 f,,1.88,0.742958836,1024.0,323.847,Transit,2012,Kepler-32
Kepler-265 e,,2.184,,,1280.25,Transit,2014,Kepler-265
Kepler-282 c,,,13.6382297991,,1337.61,Transit,2014,Kepler-282
Kepler-58 d,,2.94,40.101371,,969.252,Transit,2014,Kepler-58
Kepler-58 e,,1.58,4.45815716,1213.0,969.252,Transit,2023,Kepler-58
Kepler-290 d,,0.86,0.764017553,1589.0,694.627,Transit,2023,Kepler-290
Kepler-290 d,,,0.764017553,,694.627,Transit,2023,Kepler-290
Kepler-295 c,,1.17,21.526258,,1699.19,Transit,2014,Kepler-295
Kepler-295 d,,,33.88489343,,1699.19,Transit,2014,Kepler-295
Kepler-299 e,,1.71,38.2856338,527.0,1052.24,Transit,2014,Kepler-299
Kepler-299 e,,1.774,,,1052.24,Transit,2014,Kepler-299
Kepler-865 c,,0.9,6.20925415,914.0,586.137,Transit,2023,Kepler-865
Kepler-896 b,,,144.55464455,,2334.93,Transit,2016,Kepler-896
Kepler-124 d,,1.433,30.9507608,,420.046,Transit,2014,Kepler-124
Kepler-124 d,,1.26,30.9507608,446.0,420.046,Transit,2014,Kepler-124
Kepler-124 d,,,30.9505927,,420.046,Transit,2014,Kepler-124
Kepler-124 d,,,30.95088693,,420.046,Transit,2014,Kepler-124
Kepler-2000 c,,1.57,20.6180348,359.0,320.588,Transit,2023,Kepler-2000
Kepler-396 b,,,42.9923284,,223.757,Transit,2013,Kepler-396
Kepler-1311 b,,1.37,11.17268,937.0,866.331,Transit,2016,Kepler-1311
Kepler-397 b,,1.78,22.2508247,498.0,,Transit,2014,Kepler-397
Kepler-397 b,,1.78,22.2508247,498.0,,Transit,2014,Kepler-397
Kepler-1869 b,,2.07,8.16735028,1263.0,113.025,Transit,2021,Kepler-1869
Kepler-398 c,,0.92,11.419409,511.0,177.355,Transit,2014,Kepler-398
Kepler-398 d,,1.039,,,177.355,Transit,2016,Kepler-398
Kepler-445 b,,,2.9841573578,,127.201,Transit,2015,Kepler-445
Kepler-400 c,,1.5,17.34088462,786.0,845.97,Transit,2014,Kepler-400
Kepler-401 c,,2.46,47.3183002,643.0,965.56,Transit,2014,Kepler-401
Kepler-1321 c,,3.1,2.226494,860.0,769.146,Transit,2016,Kepler-1321
Kepler-1322 c,,1.64,6.46008273,881.0,1350.32,Transit,2021,Kepler-1322
Kepler-402 b,,1.26,4.02875481,1393.0,625.339,Transit,2014,Kepler-402
Kepler-404 c,,1.63,14.7512034,678.0,812.524,Transit,2014,Kepler-404
Kepler-446 d,,,5.14892346,,96.339,Transit,2015,Kepler-446
Kepler-446 d,,26.0,5.148921,687.0,96.339,Transit,2015,Kepler-446
Kepler-446 d,,2.44,5.1489289,489.0,96.339,Transit,2015,Kepler-446
Kepler-11 g,,,118.37824892,,646.346,Transit,2010,Kepler-11
Kepler-1886 b,,,24.27662569,,1059.51,Transit,2021,Kepler-1886
Kepler-1391 b,,2.366,54.4092333,,1038.35,Transit,2016,Kepler-1391
Kepler-1391 b,,2.2,,,1038.35,Transit,2016,Kepler-1391
Kepler-1887 b,,2.88,19.94752664,623.0,1366.18,Transit,2021,Kepler-1887
Kepler-1887 b,,2.88,19.94752664,623.0,1366.18,Transit,2021,Kepler-1887
Kepler-1888 b,,1.31,11.39153,990.0,402.947,Transit,2021,Kepler-1888
Kepler-1397 b,,2.578,47.449955,,1198.25,Transit,2016,Kepler-1397
Kepler-1890 b,,0.86867375,4.820590019,,529.596,Transit,2021,Kepler-1890
Kepler-1399 b,,1.39,1.638626,1521.0,1385.7,Transit,2016,Kepler-1399
Kepler-29 b,,2.557,,,832.532,Transit,2011,Kepler-29
Kepler-7 b,140.16303,18.180998,4.8854892,1630.0,922.562,Transit,2009,Kepler-7
Kepler-7 b,,17.29,4.885488953,1499.0,922.562,Transit,2009,Kepler-7
Kepler-587 b,,,10.94030197,,787.894,Transit,2016,Kepler-587
Kepler-225 c,,,18.79418506,,561.101,Transit,2014,Kepler-225
Kepler-658 b,,1.42,1.287076762,860.0,388.384,Transit,2016,Kepler-658
Kepler-659 b,,2.21,17.67168,509.0,722.64,Transit,2016,Kepler-659
Kepler-40 b,,13.8,6.873165232,1482.0,2305.01,Transit,2010,Kepler-40
Kepler-164 c,,2.418,10.94577222,,890.758,Transit,2014,Kepler-164
Kepler-661 b,,2.85,6.02930329,678.0,534.788,Transit,2016,Kepler-661
Kepler-566 b,,,18.42794957,,564.277,Transit,2016,Kepler-566
Kepler-566 b,,2.08,18.42794624,568.0,564.277,Transit,2016,Kepler-566
Kepler-566 b,,2.08,18.42794624,568.0,564.277,Transit,2016,Kepler-566
Kepler-194 c,,3.56,17.30795548,815.0,1097.97,Transit,2014,Kepler-194
Kepler-662 b,,2.5,21.6769,486.0,815.637,Transit,2016,Kepler-662
Kepler-662 b,,2.18,21.67697486,,815.637,Transit,2016,Kepler-662
Kepler-551 b,,2.23,12.376487,476.0,311.175,Transit,2016,Kepler-551
Kepler-618 b,,,3.59577023,,1221.96,Transit,2016,Kepler-618
Kepler-618 b,,2.39,3.595769645,1252.0,1221.96,Transit,2016,Kepler-618
Kepler-227 b,,3.1,9.48803146,881.0,1083.06,Transit,2014,Kepler-227
Kepler-664 b,,,2.525588688,,1210.12,Transit,2016,Kepler-664
Kepler-496 b,,,8.30866735,,605.274,Transit,2016,Kepler-496
Kepler-892 b,,2.88,13.7521,546.0,570.727,Transit,2016,Kepler-892
Kepler-26 d,,1.07,3.543919,,335.307,Transit,2014,Kepler-26
Kepler-1496 b,,1.79,64.6588017,487.0,1307.66,Transit,2016,Kepler-1496
Kepler-38 b,122.0,4.3,105.599,475.0,1174.59,Transit,2012,Kepler-38
Kepler-1746 b,,5.06,321.2125073,268.0,979.541,Transit,2021,Kepler-1746
HD 86081 b,,,2.1375,,103.936,Radial Velocity,2006,HD 86081
